filename, AfterShave, FabricBrightener, FaceMask, Handwash, Lotion, Napkin, Oil, PetroliumJelly, Powder, Soap, Sweetner, Toothpaste
download_jpeg.rf.19baa373ad88f171f523dfda075c7d7a.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
download_jpeg.rf.28e55f1b901b91b612552bf25c8c8b81.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
download4_jpeg.rf.2e2710989d79bc3d4cc20c6bef860028.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Sepnil-500ml_png.rf.1cee5a13e60f6e1b9bf6b7d963665451.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
23e543bdbf74e6cf34e668b7e67e3302-1-_jpg.rf.232fc445be2750b98d12c52602c784eb.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
images_jpeg.rf.193da169e7c1fcaba35744024ca44362.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
63c77627e940754214512d457fcfa872_jpg.rf.22ee4abb5716d4dd9ffc0b593608aafe.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
f8564c4e3c4a2ce28a66c5854546cd6e_jpg.rf.1f663fe639fa79a953c0bd1815d6b8c8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
727eb72ad11f92f10f19e55f4eec1d75_jpg.rf.1b6761574fa1119ef2f37a856804e4da.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
download-4-_jpeg.rf.22125e87df58e9ccd7ea084f2179044a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
images_jpeg.rf.2d75224de20dd4606ea2d2e63c3cce10.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
images_jpeg.rf.2ff6849fa5b8cad4882611c77a7e7ebc.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
images_jpeg.rf.301f61bd6868e2cbf17a1046aa9c69d6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
1076704cf5f709c2a4307cc00278199e_jpg.rf.357c2529e16286aa495792ac881b8d68.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
download_jpeg.rf.3753c1d5e77fef5bdea0ecd1551b9362.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
images_jpeg.rf.3058f494c86aaab9d43ad956329601d3.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
download-1-_jpeg.rf.2b9660725a1912dfddf86205a51a798e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
download_jpeg.rf.20fbbbdfe59a538f4de94f0bebd426b3.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
c6736a2909af45ab00b67207687d204c_jpg.rf.362c8f7d72bbdf03013446af5c757e54.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
df78ac480426858a627ceff5972ba4d4_jpg.rf.35f3edbd2e9b89a7d87d839d96fd8db7.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
download_jpeg.rf.2c6cf864bdb0a44a81a15f417a37f6a7.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
download_jpeg.rf.3a6ad0581d16a320b6c7bc0eda2eff2c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
636962d0-b5db-11ec-9e07-95815c3a768d_png.rf.3ea1cdd72d39e68d05d811a18a1ab76f.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
download-1-_jpeg.rf.525735721fdf35d0d41b5b1bd8139148.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
adc8d329aca3122878ec87c2671d05dc_jpg.rf.3bb82ef30bbd5dc239d839088adc54d6.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
download-3-_jpeg.rf.382ac222d6e0e522ed28762c07dde56f.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
JtQhHBXsXXtYM1CduInWdQHNQtXmxMQAYMHGNZCG_jpeg.rf.44b45f3f68e726e41dc7e0a1f624b24b.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
kool-after-shave-lotion-100-ml_jpeg.rf.58619011fa69cbcb39fe454a5587c0f3.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
download_jpeg.rf.383f306d8edf8bbc9cf811c909f0c7d9.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
download_jpeg.rf.59c1080b2b8070c58089aac396bdff33.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
images_jpeg.rf.5800428fe8d261ff15046c3c520d92d6.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
download-1-_jpeg.rf.5e7179b2480f20705cd3348f89351c8f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
8941100501290_jpg.rf.4e73ce4e98f23432f1f626a7c9b413f3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
5c9b50e607495ed20cb473e9f7bc425d_jpg.rf.5a21844ea912a9eb79d2b9d7677fa691.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
download_jpeg.rf.5c0a2623e950aa54325e66f12a19bd3e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
a54033c2779c6cbc114877d0cffb8770_jpg.rf.3d5a68e464b294750595e073d2e1fa77.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
download_jpeg.rf.3bebb89588531b217c0e556170ab3de6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
kool-shaving-foam-packshot-23_png.rf.5a3987ae7bf58eda81e1072772f8f589.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Senora-Sanitary-Napkin-Economy-Pack-of-15-Pads-Belt-System_6226fd173ff30_jpg.rf.3ecd04032705a39425d8af0260ed0b3e.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
images_jpeg.rf.62534a98f3e6c0a8fbba743af4e55860.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
prnpds0UozfXyt4Tpiwj1YSp1dTB49TeGZUMiL2k_jpg.rf.6a2df6c249bac5567315589be9d578d9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
download-2-_jpeg.rf.4417653e22e97ef5be1cff687fbd0e41.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
26148c06f7f2fe28aca1b58490d23748_jpg.rf.6ebae67e2d353aeca0ddf3999a954d56.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
495d4f90-ab52-11ec-9289-6140cde21aad_png.rf.6de2bd813e876576e75e1db4413aa8f2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
images_jpeg.rf.6b8cfc596045783c28cf82ce9c45faf3.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
images_jpeg.rf.6eae369ee044cd7e37e15811fd043671.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
download_jpeg.rf.224f6c32ec879f3089b6269ae46e6382.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
download-3-_jpeg.rf.5ff0816b0dbf8ac02afb9accaa2ef4a0.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
df5af95955881d5272769d493665e947_jpg.rf.6ef9ab4cfb94a8f60eef8cf25ec112a2.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
zero-cal-box-150-sachets_jpeg.rf.641c93a5d4129c38938512980204e970.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
download-1-_jpeg.rf.6b12a0b9eaf379fde00af9529f6e01c8.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Sepnil-Extra-Mild-Tea-Oil-Handwash-Refill-180ml_jpg.rf.7aa2c8dc39a9389150fd10d37036be01.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
download_jpeg.rf.5f0141f4387c326a288ac4560d1c1a0f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
images_png.rf.70c56a4194f76bb9e095de494eed96d9.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
sepnil_instant_hand_sanitizer_cca62434f66988a0c4c14752c6ac15900_sm_png.rf.6df5e0cc22727e02e96512e2e582a843.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
c232f0d9dae2ff2f0870b9c452a0df7d_jpg.rf.4107989a7a1ce500ad639cd34547ba16.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
be316f4bb935d0a5a382e14e0da0a049_jpg.rf.7666dbee9de23f54e9d4a7a861817e46.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
hq720_jpg.rf.7c10454d7ca62b2f3699631cfe042c37.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
images_jpeg.rf.772512832bd895ba0c6d8c0439705d52.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
5fe1e1d5304931608638933_jpg.rf.768c0c8e20d5af9ac47cd30782378f39.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
6dc7e98b2629f55c3d398b8c413fe8cc_jpg.rf.71a0c8ee20cdfd110e035895d26f6fa7.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
download_jpeg.rf.7ed8194c1df0f204c6fb819a5e8d6a35.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
meril-baby-powder-100-gm_jpeg.rf.4713a6d70c56443c9a0f4ceee8bfcfb7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
download-2-_jpeg.rf.7aa64299fc1cbd9b3024f9bce6c8775b.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ea8a93af344b43e55f43696a27d3b6a4_jpg.rf.8468cc220f40ee36c726f43ee6063a58.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5500cc6475666871d0b3222d39bc92ec_jpg.rf.83ddcc6e08932bc2452ec15a9412c7a9.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
1065_product_image_1_resized-image-Promo-23-_jpeg.rf.8454ff8461e739293c9659e780c6c9e4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
images-1-_jpeg.rf.836b9174d18f4551f6d422d1b8089ff5.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
download-7-_jpeg.rf.9681b4246485068e7b9ed74d93c10655.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
meril-lip-gel-product-info-oct-23_png.rf.7c869bcf47f3704222526794eafd54fd.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
fd06767020fa9b05a39b717d995fa8b2_jpg.rf.981ff6added5275d663f40f3a39b3385.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
4a81843ecd57cc045aaa1abf235a6dc2_jpg.rf.73a2e052c6dcb784f564ee635e13b34b.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
29fba6262ec27c4d95a91fb3eb4e28df_jpg.rf.7295172f467480eb324bcdb70052aa6b.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
download_jpeg.rf.9c37968d27327caac27b13e8baf9dc67.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
senora-sanitary-napkin-economy-pack-belt-system_jpg.rf.8468e33271747d185ce58209ba10fe7d.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
download_jpeg.rf.9778293d412a23314c9d1e99f80655b5.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
images_jpeg.rf.87e56fc00a18c1a87af4ead6cea5e621.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
6_jpg.rf.99ab216b7107df2ed5e98011b0dec6b4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
a9ec7b9872501b2c487f7ff540ac5514_jpg.rf.9e50356a5a2a37ac6e653845f74900f2.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
download-12-_jpeg.rf.8db6ceb84460cb86ea7204981de17d91.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
download-6-_jpeg.rf.9d89de5c2879d95d77c73e7cead162f5.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
images_jpeg.rf.9890925ecf1fa5454a94bb40f5b49cdc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
3d5e371c23a7919481984abc1f9e710a_jpg.rf.807580f59051d2ce03a3de5a52a1c660.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
f17c1b70-c658-11ec-974f-9b1d4e09cb6a_png.rf.a03eb28ce5b0f1ae598ce529ddeced4b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
download-2-_jpeg.rf.8bf6dcb3511727d7b32255a6292af589.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
8941100501580_jpg.rf.9e15000193261e2c1288644f5e56a144.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
f41cfbd7191dd90bbf963735461e2f18_jpg.rf.86c706ee1f3f25ff5bf5155dbe6bf8eb.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
download-10-_jpeg.rf.8fe7a78469958d0b24ff2837132782a5.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Maya-All-Natural-Hair-Scalp-Oil_jpg.rf.a4f45ea82369485067ad45927b97fd69.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
feb91be9d902551ff89832c06e7dce9a_jpg.rf.8a1a99bd7edf351c9ea49e84859ce564.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
0057823_meril-baby-gel-toothpaste-orange-45gm_jpeg.rf.9ce88c6dae336a98928e17c8c0502585.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
images-1-_jpeg.rf.99da44bc45168cb37c2ee76937a5cefa.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
meril-baby-gel-strawberry-packshot-june-23_png.rf.a15d8fac4fd449fb43d71543d879c0c4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
images_jpeg.rf.9300d16443d691f1f823a054761f6ae3.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
images-1-_jpeg.rf.a51abb2633fd8210178def8337f4784e.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
images-1-_jpeg.rf.83bdbe820f0c1eb75c858ca68fc5e85d.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
download_png.rf.aab2a7bbc0874153d3fe9ceb50ab0ccb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
images_jpeg.rf.ab9814cebb85f6404db4a99df24d0df2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
download-1-_jpeg.rf.b0c6dbba8726b8a5e1e7a060880db6dd.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
55fef018cd760322090e76e19dae7cda_jpg.rf.ad6be17d0131b90f87948215c36fdbe7.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
8941100502112_jpg.rf.adcd027ecd56ad7684e61e4b97827800.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
a16496_jpg.rf.b4be0fcebe072de907ff32fa7244b08c.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
download-11-_jpeg.rf.ac52478995eeb5a0e520793e290519e5.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
108115e7a737ed14261a9b2c095bb7ff_jpg.rf.ae4343ddfbd4f123732b23db1e74195a.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
ddcd0f149fd6a43e4468d84a55a01a96_jpg.rf.b614b259ab380734076acf5bb2d4a607.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
8941100501740_jpg.rf.b49a7818d310aa7015bcde6175284802.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
images_jpeg.rf.b2db0c8e65e48e5ccdf5c0318a918d1b.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
7b9d03122a10487ae6f9e879339aa0ca_jpg.rf.bf9033be594a6b477b136c4eb0efeff5.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
127725f485b84c4448d3322177c534ed_jpg.rf.ac4e476ef5e6be6abdf84219fdff2791.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
download_png.rf.a95c76b44d7e8858c6b9071b3adb2efd.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
_0010_meril_baby_gel_toothpaste_orange_45gm_jpg.rf.aae2fd195b3be5ab54ecaa8ae0709e77.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
8941100502105_jpg.rf.aeae236f17004b8c7e3d7a25112ee55e.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
1e5ef7b0-90cd-11ec-9b3a-79c87bd8933a_png.rf.b707fb07e7702d745beefa75f2e4635c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
6d312ff7294150e612a1cff0a4cbc2a5_jpg.rf.bf9c2cee7bcd66b12ad384fdf93889e8.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
cf9b3b627b6f6ed7d7d9aeda7dfb0807_jpg.rf.b30857a8d8aa56f753f2b759847ba188.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
8c8facbfbb6d4b76d939f7da7ab2b4f8_jpg.rf.c2a9074714b389533d99113d725d43ed.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
sepnil-extra-mild-hand-wash-marigold-refill-170-ml_jpeg.rf.a7d4c2d6c62816fb27b768e86efc9bbb.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
e8a6f7a7bc680999576188204fa739b2_jpg.rf.c0ade41cd39f24c28b34016259151b89.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
d4bfba030570a89c81e09aa2e67216f2_jpg.rf.c2d4be4ab3aebd60e3d874b7f370c07b.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
zerocal-tablet-new-pack-p-info_png.rf.b6c788d8e2c6a92887625affce4112d1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
6bad0262ea8503e238ccf112c3c713f8_jpg.rf.c4d80f1217fb7f1bd9cceb9adc514218.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
download-2-_jpeg.rf.acd832f353b8163648983e65d663eee1.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
090dbbc0-697e-11ec-90d2-b1fd72530585_png.rf.c55e317eb8bb95af74bfb29595057c70.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
download-1-_jpeg.rf.c561cec1be94bdbde3b42733f4df894c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
images_jpeg.rf.cd01b3ccc92a837739b6e1b024647cf8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
663d229a80593172b2d4ac186dbe9752_jpg.rf.cbb42ab2d2c0fc0112e5aca2bcd271cf.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
images_jpeg.rf.d0b8807e676666e5f081e063b6d9aa89.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
51Gi5icWi3S-_AC_UF894-1000_QL80__jpg.rf.ca4327bd462133634f1b82796101197a.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
download_jpeg.rf.cc8e1084d4b7c1dc8d04a2ff293ea8b5.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
download-5-_jpeg.rf.d05e0efb52b2ac6ce2e62cc55b3073eb.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
download_jpeg.rf.d38b8b40c1f8f2ed4c78fdb417dcee05.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
mx3WUlbMzYeaBTp2ffkVnOTpmlfritDmEEBpXCGn_jpg.rf.c4518bd8261a6a3d558db295284dcb88.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
zero-cal-box-75-sachets-1-box_jpeg.rf.d39febe511258c221854df0f56d28b14.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
fd62f856938fba6dae6d9f48e6dc0993_jpg.rf.c4d9e9ca7a96366c5b8788ce1da11e83.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
42f7edfb7216ccf721b8712566bde53c_jpg.rf.c822d93c159ba23576843efe459c6fa9.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
images-2-_jpeg.rf.d89b2f4f917650a698a9ba8cad0817d4.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
c5d332bef61baedefe7344f93524ac2e_jpg.rf.d831b9bd56ba93c618a39fbe38c3ea41.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
8941100501160_jpg.rf.e0916278362bd1075c4bc4719b92b0bc.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
1633517862_Zerocal-Sugar_jpg.rf.e3a9275eda0588544e3142d896480e52.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
0057814_zero-cal-sachet-75s_jpeg.rf.e30d7dc3e0f80ac56be3b997137cbcce.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
